village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years,priority_score
V29312,Village_9312,District_30,Bihar,17.386519,94.350675,46.0,5.2,2718.0,8.47,30.45,1289.0,39.9,20586,3861,8557653.0,1908341.0,788566.0,True,92.95,15.93,69.54,0.61,102.1,True,2,177522.0,1000.0,50159599.0,1644047.0,19.2,87.55,1595231.0,6.01,1.0,20,54.4
V29313,Village_9313,District_5,Rajasthan,10.870972,83.126595,9.92,5.12,3079.0,5.84,28.71,1357.0,18.63,6828,1646,2835541.0,1013593.0,167777.0,False,0.0,10.03,239.15,31.52,85.0,True,2,124659.0,1000.0,69924705.0,2171679.0,20.36,86.24,1640663.0,6.9,0.4,25,72.88
V29314,Village_9314,District_3,Bihar,15.556029,85.469858,11.86,5.81,2595.0,25.51,32.81,559.0,19.8,3225,727,1800956.0,769465.0,116786.0,True,68.1,14.85,17.25,3.13,55.69,False,15,89064.0,1000.0,59676756.0,927226.0,19.11,90.9,1841889.0,6.76,0.73,24,60.75
V29315,Village_9315,District_21,Madhya Pradesh,16.874599,73.582636,10.0,5.81,2475.0,20.4,25.22,1405.0,24.28,24183,6738,10169490.0,2143377.0,850558.0,True,81.15,14.53,28.73,14.28,43.39,True,10,72817.0,1000.0,72662204.0,998236.0,18.03,90.17,1723839.0,4.52,0.59,21,63.27
V29316,Village_9316,District_10,Gujarat,10.630979,77.056323,32.92,5.52,3254.0,33.47,24.23,1669.0,30.2,17409,4258,9210628.0,2002450.0,1053721.0,True,70.59,9.71,28.39,5.93,93.71,False,15,125111.0,1000.0,54076119.0,1681507.0,22.09,91.4,2033967.0,4.8,0.64,21,62.75
V29317,Village_9317,District_5,Karnataka,24.331895,95.862363,35.14,5.32,2625.0,18.87,28.88,1062.0,53.22,34510,9397,11858590.0,2622584.0,892074.0,True,84.73,17.99,37.24,2.79,125.94,False,8,178481.0,1000.0,59105657.0,825355.0,19.11,83.06,1541087.0,4.88,0.9,21,58.56
V29318,Village_9318,District_20,Andhra Pradesh,23.88468,73.8787,1.03,4.73,2814.0,26.72,22.65,1272.0,21.43,7456,1376,4534171.0,1151165.0,247632.0,True,96.55,12.02,8.34,12.49,1.78,False,11,2457.0,1000.0,46065587.0,640322.0,20.03,80.71,1395508.0,8.71,0.78,22,47.81
V29319,Village_9319,District_11,Madhya Pradesh,9.973804,91.192848,31.93,4.56,2700.0,33.14,18.82,930.0,16.78,34446,6797,22350219.0,8617790.0,1626098.0,True,85.19,16.81,5.66,8.74,102.25,False,16,180675.0,1000.0,67984064.0,1795314.0,21.68,78.93,1424063.0,5.46,0.38,21,51.31
V29320,Village_9320,District_20,Uttar Pradesh,11.089731,68.252952,9.07,4.85,2215.0,12.39,20.41,163.0,17.54,29387,8053,16840528.0,5651319.0,1348420.0,True,83.34,10.17,21.78,13.67,30.97,False,7,43350.0,1000.0,66989138.0,2201305.0,23.35,82.73,1709836.0,6.92,0.9,24,54.9
V29321,Village_9321,District_26,Maharashtra,29.872013,87.679504,19.6,5.68,2988.0,26.33,30.71,1757.0,11.31,805,157,377825.0,65739.0,40129.0,True,71.39,21.62,3.39,6.34,22.95,False,6,38243.0,286.9,20904682.0,324334.0,17.19,89.41,457092.0,8.93,0.45,24,53.09
V29322,Village_9322,District_14,Telangana,21.123862,76.102398,46.46,5.31,2849.0,11.99,33.74,1583.0,24.87,8610,2012,2996383.0,532898.0,316601.0,False,0.0,7.86,245.63,13.17,116.19,False,4,148980.0,1000.0,71044228.0,816570.0,16.45,89.3,1423557.0,4.62,0.75,22,74.45
V29323,Village_9323,District_26,Tamil Nadu,11.401904,72.642128,57.16,5.79,3143.0,6.11,30.19,1118.0,49.56,9386,2516,4183572.0,2280758.0,499898.0,False,0.0,10.27,226.3,33.52,148.37,False,19,257098.0,1000.0,46315913.0,1387769.0,23.2,82.6,2024927.0,8.79,0.75,24,81.65
V29324,Village_9324,District_4,Bihar,19.114219,86.998891,19.77,4.92,2697.0,16.51,30.71,929.0,16.89,31559,5782,15533248.0,7080395.0,1844860.0,True,82.16,23.92,71.73,1.92,3.41,True,16,5665.0,1000.0,59343592.0,1182547.0,16.6,88.62,1320894.0,8.15,0.62,25,56.2
V29325,Village_9325,District_3,Tamil Nadu,30.545367,68.838622,58.46,5.67,3186.0,7.76,34.21,1171.0,28.53,4233,839,1940313.0,349494.0,189246.0,True,67.74,17.91,41.26,1.29,108.26,True,8,176599.0,1000.0,48123857.0,915412.0,19.2,77.99,1549480.0,4.68,0.9,20,58.19
V29326,Village_9326,District_26,Bihar,8.151925,68.365486,4.71,5.09,3154.0,10.36,19.43,343.0,16.94,30295,7895,17061016.0,7714838.0,2033120.0,False,0.0,5.32,186.29,19.44,139.03,True,1,214261.0,1000.0,50162072.0,1819727.0,20.46,83.09,1579192.0,7.63,0.44,20,78.36
V29327,Village_9327,District_26,Uttar Pradesh,12.090346,94.644053,10.45,4.36,2303.0,27.14,31.97,1766.0,52.83,22225,5257,8440482.0,3129058.0,404420.0,True,72.25,8.98,56.05,5.88,116.37,False,14,146876.0,1000.0,49909708.0,1301819.0,20.0,82.31,1309881.0,7.19,0.94,22,51.88
V29328,Village_9328,District_12,Uttar Pradesh,27.431838,75.351739,3.89,5.03,3007.0,14.0,24.71,391.0,19.69,6693,1299,4223326.0,1148749.0,464857.0,True,72.12,9.61,78.38,5.42,66.67,False,19,98976.0,1000.0,49239220.0,1773471.0,16.64,82.91,1266459.0,6.19,0.89,20,54.63
V29329,Village_9329,District_22,Gujarat,18.868703,92.58029,37.21,5.07,2220.0,13.89,31.36,436.0,58.3,22536,6058,8530959.0,3884512.0,519334.0,True,80.16,21.78,62.01,14.83,104.94,False,18,175123.0,1000.0,51306641.0,1916708.0,19.99,75.69,1399981.0,8.84,0.73,25,57.08
V29330,Village_9330,District_6,Bihar,30.712062,70.343347,3.77,5.45,2429.0,6.53,26.61,1682.0,30.69,25045,5685,14052755.0,4286046.0,942019.0,True,97.16,16.73,24.06,0.79,96.64,False,4,168197.0,1000.0,67691297.0,1478639.0,19.92,77.15,1528568.0,6.83,0.5,21,56.21
V29331,Village_9331,District_17,Maharashtra,13.122798,68.871948,30.21,5.05,2348.0,22.17,34.68,687.0,30.01,21491,4932,11600362.0,6033296.0,356879.0,True,71.91,9.62,4.0,8.59,139.16,False,15,219646.0,1000.0,52256884.0,850190.0,20.15,83.13,1543786.0,4.6,0.83,22,57.9
V29332,Village_9332,District_3,Andhra Pradesh,29.333593,83.005726,40.62,6.15,2430.0,32.1,24.86,149.0,14.58,18656,4957,9853365.0,1879704.0,905596.0,True,83.61,8.73,34.01,14.45,130.99,True,12,163110.0,1000.0,58434480.0,2206249.0,23.54,91.63,2420929.0,7.9,0.62,24,66.98
V29333,Village_9333,District_17,Tamil Nadu,14.535316,88.316422,27.65,5.64,3051.0,16.68,30.33,333.0,17.96,6220,1367,3762197.0,1447434.0,231384.0,True,70.31,13.77,79.07,2.74,81.19,True,17,120365.0,1000.0,56479168.0,1702528.0,16.88,90.71,1576049.0,6.87,0.79,21,60.72
V29334,Village_9334,District_19,Maharashtra,26.385174,72.74317,27.79,5.25,2482.0,27.0,30.34,862.0,54.16,17280,4140,8293496.0,3220003.0,476082.0,True,75.71,15.39,63.59,9.99,137.28,False,2,235889.0,1000.0,65459560.0,809609.0,16.6,84.34,1341417.0,4.9,0.74,23,57.6
V29335,Village_9335,District_23,Rajasthan,26.939828,78.377317,58.04,6.37,2456.0,10.71,29.32,1451.0,16.12,24917,4995,11711003.0,5411037.0,1165590.0,True,65.24,16.15,24.19,11.39,58.84,True,10,78766.0,1000.0,70095405.0,2487906.0,16.23,78.64,1483762.0,4.76,0.84,23,72.59
V29336,Village_9336,District_9,Rajasthan,24.551095,85.487131,17.04,6.31,2765.0,16.68,30.06,1296.0,47.76,26755,6016,9342383.0,4217348.0,588165.0,True,83.67,12.72,20.09,9.11,107.82,False,14,191463.0,1000.0,58115107.0,670971.0,19.37,91.94,2050814.0,5.58,0.91,25,68.09
V29337,Village_9337,District_8,Gujarat,20.292949,76.437215,49.45,5.14,2814.0,31.31,31.74,412.0,34.2,1306,323,638195.0,136703.0,49891.0,True,80.1,19.4,7.55,12.3,69.73,False,3,125241.0,478.79,23561033.0,715384.0,23.02,86.82,897628.0,5.0,1.0,21,43.65
V29338,Village_9338,District_22,Tamil Nadu,12.50946,76.027231,5.35,5.32,2401.0,34.51,33.88,502.0,46.04,16050,4584,5281219.0,1658484.0,159199.0,True,97.94,15.05,68.51,11.19,122.26,False,9,173319.0,1000.0,74330029.0,766883.0,22.67,75.03,1651433.0,8.02,0.45,21,53.13
V29339,Village_9339,District_7,Gujarat,29.175123,85.536268,31.19,6.18,2532.0,25.02,24.06,351.0,16.14,34930,7938,17791119.0,7879260.0,1758373.0,True,87.3,19.1,6.23,13.3,122.84,False,11,166623.0,1000.0,71353740.0,1813036.0,17.37,79.62,1559816.0,8.44,0.89,21,66.89
V29340,Village_9340,District_5,Tamil Nadu,11.682734,72.11452,11.47,6.15,2219.0,23.15,34.62,1099.0,35.39,27583,7513,16892324.0,4622440.0,825188.0,True,65.55,18.84,58.66,11.05,113.76,False,1,190112.0,1000.0,56215424.0,1099951.0,18.41,87.39,1805733.0,8.52,0.38,24,72.23
V29341,Village_9341,District_18,Tamil Nadu,26.33648,83.097598,38.51,4.51,2648.0,10.69,24.42,157.0,27.61,8262,1649,4464108.0,998500.0,491380.0,True,76.82,8.77,51.73,7.99,27.81,True,15,49366.0,1000.0,72323286.0,2035105.0,19.51,89.7,1440420.0,4.96,0.56,21,48.91
V29342,Village_9342,District_8,Madhya Pradesh,31.811761,91.117489,12.66,4.49,2595.0,14.34,22.98,1465.0,35.3,35703,7233,19537220.0,5363136.0,1599868.0,True,73.99,21.31,45.52,5.87,4.67,False,8,6020.0,1000.0,59515321.0,1942716.0,17.0,79.03,1100906.0,7.88,0.57,21,54.1
V29343,Village_9343,District_21,Andhra Pradesh,29.91211,81.598136,33.19,5.83,3106.0,11.89,28.18,1008.0,18.7,7741,1543,3771834.0,1120716.0,394660.0,False,0.0,10.65,206.52,26.39,9.9,False,6,14039.0,1000.0,53529225.0,856788.0,16.96,81.6,1472473.0,7.01,0.48,20,81.71
V29344,Village_9344,District_12,Andhra Pradesh,21.211809,71.700322,14.34,4.72,2966.0,23.93,22.27,1269.0,33.06,31724,7833,11044865.0,5899012.0,696372.0,False,0.0,8.15,158.0,33.86,8.47,False,10,12374.0,1000.0,52069773.0,742032.0,23.32,90.35,1814937.0,5.3,0.56,23,74.86
V29345,Village_9345,District_3,Karnataka,33.38176,72.100896,18.94,5.13,2586.0,8.15,33.21,707.0,38.35,26480,5824,11109436.0,4898942.0,746033.0,True,77.61,15.64,59.13,14.77,45.36,False,3,70461.0,1000.0,66361470.0,1489579.0,20.33,87.86,1672279.0,6.57,0.4,20,58.51
V29346,Village_9346,District_12,Bihar,18.760988,83.36113,54.22,5.97,2910.0,32.15,31.92,1488.0,34.48,28500,8018,14627937.0,5006754.0,457006.0,True,75.25,16.79,31.08,7.25,12.78,False,13,22814.0,1000.0,58689142.0,1544084.0,21.38,84.33,1964387.0,8.79,0.54,20,68.7
V29347,Village_9347,District_22,Karnataka,25.499534,73.408702,38.85,6.0,2637.0,18.02,30.63,234.0,52.19,15032,2769,8851663.0,1840031.0,725784.0,True,91.58,16.39,37.39,14.56,15.59,False,15,20025.0,1000.0,68678101.0,770746.0,20.17,77.38,1709026.0,4.72,0.33,22,61.49
V29348,Village_9348,District_13,Karnataka,16.882765,80.616781,33.02,4.75,3265.0,10.8,30.52,438.0,37.1,16150,3409,10302109.0,4639840.0,629067.0,True,70.2,17.63,45.31,14.19,115.37,True,19,143186.0,1000.0,46901409.0,1399872.0,18.97,83.09,1366383.0,8.37,0.52,21,55.92
V29349,Village_9349,District_14,Maharashtra,24.655643,92.880078,44.28,4.3,2600.0,29.88,34.57,1179.0,11.25,26182,5833,13324327.0,4100147.0,1123050.0,True,78.5,19.45,77.08,12.01,10.47,False,17,14764.0,1000.0,55650225.0,1847753.0,17.1,87.81,1178342.0,8.85,0.91,23,50.73
V29350,Village_9350,District_16,Uttar Pradesh,33.224288,91.499668,49.2,5.38,2822.0,8.23,30.97,1689.0,44.69,37570,9863,19088836.0,7284878.0,614817.0,False,0.0,5.62,234.02,32.69,8.97,False,0,12913.0,1000.0,52314581.0,1684296.0,21.94,80.35,1730883.0,6.22,0.78,24,81.78
V29351,Village_9351,District_6,Uttar Pradesh,27.707693,94.399549,42.66,6.06,2796.0,32.02,29.01,246.0,16.1,2486,483,1300024.0,289320.0,103098.0,True,73.16,18.48,4.32,2.89,100.38,False,4,131398.0,1000.0,56066470.0,1652661.0,17.98,76.5,1521201.0,8.26,0.63,24,59.5
V29352,Village_9352,District_21,Telangana,24.319589,74.939336,15.7,5.67,3038.0,30.33,21.81,1798.0,31.51,12439,2549,4675631.0,839024.0,273979.0,True,73.84,21.82,72.84,12.37,147.3,False,14,195854.0,1000.0,63556287.0,2123311.0,18.26,76.69,1449057.0,7.54,0.83,25,61.4
V29353,Village_9353,District_14,Tamil Nadu,17.300204,79.774889,32.12,4.63,2466.0,9.44,18.05,282.0,41.2,42254,10480,14495458.0,5023714.0,1528275.0,True,77.6,8.18,34.5,2.45,112.49,True,8,143782.0,1000.0,68078463.0,972487.0,19.98,90.07,1520616.0,8.84,0.52,24,55.18
V29354,Village_9354,District_7,Bihar,15.025814,74.915706,41.54,4.39,2571.0,30.05,27.79,1474.0,13.48,34964,6666,20883617.0,6900188.0,2064463.0,False,0.0,2.29,76.62,22.04,80.1,False,16,103918.0,1000.0,62369864.0,2463697.0,19.98,81.34,1302048.0,8.44,0.31,24,71.71
V29355,Village_9355,District_29,Tamil Nadu,32.594745,88.764689,8.39,4.48,3198.0,10.91,32.46,532.0,28.22,13825,3292,6210820.0,2563269.0,573893.0,False,0.0,7.42,137.52,31.13,4.53,False,1,7635.0,1000.0,59129736.0,1078214.0,16.1,84.83,1116648.0,5.76,0.72,20,69.64
V29356,Village_9356,District_9,Telangana,14.663357,74.658305,59.65,4.7,2780.0,29.35,28.33,1702.0,20.83,28493,6759,12704950.0,3367386.0,967478.0,False,0.0,6.56,189.56,7.85,49.01,True,13,61211.0,1000.0,49616671.0,1011994.0,20.49,83.62,1469646.0,6.99,0.7,22,74.47
V29357,Village_9357,District_12,Bihar,19.806637,91.792025,34.35,5.13,3106.0,27.69,23.74,122.0,31.98,11611,2166,7278799.0,2827138.0,382294.0,True,78.56,13.97,77.7,10.89,79.67,False,7,107785.0,1000.0,66417221.0,2176851.0,19.79,90.26,1672328.0,4.7,0.87,21,55.33
V29358,Village_9358,District_30,Uttar Pradesh,10.135816,74.13874,14.57,6.29,2387.0,13.08,22.74,1385.0,18.25,16431,3593,9910857.0,2128861.0,327346.0,True,88.64,21.53,21.14,9.56,48.03,False,13,83561.0,1000.0,45989796.0,1174548.0,23.31,77.06,2061982.0,6.99,0.71,20,66.9
V29359,Village_9359,District_20,Bihar,14.110203,86.249355,6.24,5.81,3247.0,18.52,25.79,1272.0,30.94,16131,3786,5313199.0,862867.0,384648.0,True,86.23,17.05,38.86,14.45,141.09,False,3,241115.0,1000.0,53958334.0,1688567.0,23.2,84.28,2073249.0,4.51,0.68,25,60.22
V29360,Village_9360,District_20,Maharashtra,18.973209,81.644462,17.01,5.71,2465.0,22.09,24.36,1666.0,10.58,23527,4625,12997768.0,3243219.0,1224938.0,True,88.79,19.49,73.53,5.14,119.05,False,9,189283.0,1000.0,57120794.0,1745544.0,23.0,89.37,2141996.0,5.71,0.65,21,61.09
V29361,Village_9361,District_2,Maharashtra,23.607075,78.891818,57.95,5.33,2426.0,5.64,32.53,1392.0,24.64,16292,3353,5561228.0,2246813.0,475676.0,True,95.37,15.83,53.76,8.97,61.8,False,9,108587.0,1000.0,56484319.0,1432093.0,22.53,82.46,1807152.0,7.23,0.42,20,54.87
V29362,Village_9362,District_5,Gujarat,21.190263,70.810814,47.73,5.39,2798.0,20.62,20.87,1072.0,20.65,30385,8072,10232552.0,4384764.0,843948.0,True,84.82,20.83,68.99,8.16,4.43,True,18,6030.0,1000.0,70982886.0,1074979.0,19.57,77.62,1494225.0,5.44,0.8,24,59.25
V29363,Village_9363,District_5,Telangana,29.514118,84.704515,17.89,6.38,2743.0,12.86,27.75,1795.0,49.64,42563,10084,17150699.0,9402241.0,1859168.0,True,83.76,8.44,6.39,10.17,112.9,False,15,151455.0,1000.0,64709822.0,1371091.0,16.82,84.84,1661538.0,6.74,0.7,24,70.11
V29364,Village_9364,District_16,Maharashtra,15.387271,72.944707,56.34,5.89,2949.0,13.23,32.68,1109.0,12.07,31506,6651,15848360.0,7929941.0,1485605.0,True,82.81,20.22,74.98,9.97,30.72,True,4,44401.0,1000.0,69210066.0,847433.0,21.57,86.71,2010470.0,6.37,0.88,25,65.23
V29365,Village_9365,District_16,Gujarat,33.370721,91.368521,46.68,5.03,2703.0,26.08,30.48,1670.0,50.21,27382,5496,14412241.0,2432699.0,967154.0,True,66.55,16.64,11.91,10.52,90.97,False,5,163335.0,1000.0,61259068.0,2226791.0,19.43,90.5,1614181.0,7.16,0.74,22,60.43
V29366,Village_9366,District_10,Telangana,25.954048,74.404027,10.3,4.35,2924.0,23.83,33.18,114.0,17.38,44557,8390,22978190.0,8043369.0,1950775.0,True,84.22,12.45,47.64,14.14,45.94,False,7,60848.0,1000.0,65731402.0,1754138.0,23.11,89.52,1642374.0,8.0,0.96,22,51.25
V29367,Village_9367,District_17,Rajasthan,10.145842,90.084069,33.24,4.87,2387.0,22.48,20.98,107.0,20.56,30323,6036,13560153.0,2719559.0,1470249.0,False,0.0,6.14,64.73,29.84,83.24,False,11,105244.0,1000.0,53920247.0,1972934.0,23.99,81.13,1729831.0,5.49,0.84,20,75.82
V29368,Village_9368,District_24,Karnataka,21.851263,75.899689,33.38,6.02,2742.0,33.2,26.46,1616.0,12.76,8970,2072,4060095.0,698267.0,318961.0,True,89.53,14.16,9.06,8.63,127.44,False,2,220839.0,1000.0,50159495.0,1067384.0,17.19,79.87,1508408.0,6.71,0.46,22,59.83
V29369,Village_9369,District_6,Maharashtra,17.885363,79.461703,38.02,5.8,2205.0,23.85,21.12,516.0,43.48,2300,490,1197424.0,608646.0,132309.0,True,76.85,20.53,76.78,5.96,95.04,False,10,151183.0,990.53,68841042.0,1550084.0,21.19,75.98,1688063.0,6.48,0.73,23,54.39
V29370,Village_9370,District_1,Telangana,24.52149,70.612438,33.96,5.35,2841.0,21.19,32.51,556.0,18.43,31976,6203,12297281.0,6155137.0,703464.0,False,0.0,8.83,238.66,17.37,77.59,False,2,94780.0,1000.0,59622287.0,1164925.0,18.46,88.05,1587003.0,7.84,0.63,24,80.88
V29371,Village_9371,District_9,Maharashtra,23.634458,88.714006,53.32,5.01,2295.0,19.75,32.25,417.0,27.33,29609,6844,14801140.0,6027145.0,1477091.0,True,69.74,12.39,31.33,1.96,76.32,True,12,102343.0,1000.0,56918983.0,735452.0,23.29,81.54,1736364.0,4.56,0.42,20,59.36
V29372,Village_9372,District_25,Tamil Nadu,31.135511,88.366674,51.15,5.86,2702.0,34.28,23.94,306.0,35.93,33618,6577,21376937.0,4515675.0,783628.0,True,85.42,21.81,41.64,14.79,107.29,False,19,137361.0,1000.0,52157413.0,2026077.0,23.54,83.83,2110408.0,8.23,0.42,20,65.72
V29373,Village_9373,District_1,Uttar Pradesh,14.617828,82.516446,48.05,5.51,3161.0,12.93,24.53,1674.0,33.59,4435,928,1905361.0,874356.0,85668.0,True,86.43,21.14,67.83,10.66,15.38,False,17,24205.0,1000.0,65697063.0,2270420.0,17.05,84.43,1447557.0,5.57,0.36,21,54.56
V29374,Village_9374,District_8,Bihar,22.783343,91.352866,23.3,4.59,2855.0,30.02,32.57,1566.0,57.59,37618,7847,18260266.0,6492725.0,1041469.0,True,69.14,10.03,77.4,9.32,142.22,True,9,187418.0,1000.0,66801496.0,1749360.0,18.97,86.92,1381219.0,8.63,0.43,23,56.39
V29375,Village_9375,District_8,Bihar,19.817951,73.486733,4.48,6.1,2469.0,25.92,25.89,123.0,53.53,8307,2325,4702130.0,1763011.0,256557.0,False,0.0,3.58,211.4,16.35,18.19,False,0,32316.0,1000.0,74009010.0,2773641.0,21.63,80.09,1928535.0,7.52,0.56,21,84.35
V29376,Village_9376,District_9,Gujarat,19.798254,77.003037,40.68,4.86,2586.0,22.61,27.06,1000.0,22.72,3406,891,1150975.0,533206.0,90386.0,True,84.63,21.59,35.52,8.37,118.49,False,13,169839.0,895.88,60087470.0,1332787.0,17.23,79.51,1088569.0,6.78,0.96,21,43.42
V29377,Village_9377,District_14,Tamil Nadu,13.089935,92.227145,14.76,4.87,3129.0,20.9,29.33,1293.0,21.84,33165,9092,15548793.0,2993309.0,584841.0,True,89.49,8.37,22.49,10.75,94.57,False,12,161873.0,1000.0,52642182.0,1158020.0,19.73,79.19,1388639.0,8.26,0.67,24,54.02
V29378,Village_9378,District_14,Gujarat,26.788575,71.890734,3.96,6.01,2479.0,23.95,23.05,1365.0,29.97,20374,5458,10508209.0,4908998.0,737197.0,True,76.35,21.31,40.61,4.84,103.87,False,3,144036.0,1000.0,52817096.0,1860312.0,16.28,82.84,1479217.0,5.3,0.54,23,66.07
V29379,Village_9379,District_21,Gujarat,9.744096,93.758808,14.24,6.27,3002.0,15.86,33.8,384.0,59.38,5121,1437,2558202.0,1359973.0,120138.0,True,83.29,18.32,68.24,12.98,137.35,False,16,193353.0,1000.0,69384579.0,910570.0,22.36,82.44,2109309.0,4.62,0.84,23,60.96
V29380,Village_9380,District_23,Rajasthan,30.433173,83.488175,23.67,5.79,3261.0,10.05,33.82,261.0,49.1,16764,4214,6652322.0,1885775.0,623122.0,True,89.93,10.77,36.78,1.7,30.78,False,11,54961.0,1000.0,48101248.0,1908309.0,18.04,85.69,1633459.0,7.8,0.89,25,61.37
V29381,Village_9381,District_17,Uttar Pradesh,32.890288,90.360302,4.47,5.85,2546.0,7.12,20.41,435.0,44.86,5545,1162,2419820.0,1252279.0,206322.0,True,71.48,16.99,23.49,1.94,46.4,True,10,76564.0,1000.0,46624528.0,492530.0,23.37,75.67,1887996.0,5.98,0.9,24,62.67
V29382,Village_9382,District_16,Maharashtra,24.485302,84.968632,9.39,4.46,3247.0,14.89,25.4,1592.0,14.67,15947,3602,5740810.0,2837409.0,384898.0,True,83.18,9.69,42.82,13.92,114.4,False,4,184337.0,1000.0,66705107.0,837535.0,19.38,83.13,1311322.0,7.74,0.79,22,48.38
V29383,Village_9383,District_1,Rajasthan,16.224218,90.167418,24.91,5.15,3021.0,19.24,26.43,361.0,11.76,26664,6406,16991585.0,7676073.0,1520929.0,True,83.18,9.21,9.1,13.12,98.69,False,6,153801.0,1000.0,66303058.0,1995926.0,22.48,81.06,1712667.0,4.61,0.9,23,56.76
V29384,Village_9384,District_12,Andhra Pradesh,28.238994,68.603873,51.46,5.57,2751.0,7.76,20.22,303.0,47.47,11118,2311,6761847.0,2233711.0,741144.0,True,72.53,14.11,63.94,6.97,138.42,False,12,176079.0,1000.0,68130948.0,785643.0,17.47,77.43,1375056.0,6.42,0.88,21,60.66
V29385,Village_9385,District_11,Uttar Pradesh,25.909414,79.503252,31.95,4.34,2826.0,34.9,32.18,1684.0,16.95,27451,6293,11693501.0,4023046.0,1302349.0,True,78.47,21.17,74.16,11.22,104.47,True,3,125783.0,1000.0,67460912.0,1549453.0,21.76,91.3,1573556.0,6.76,0.66,21,50.63
V29386,Village_9386,District_24,Andhra Pradesh,10.424394,81.080317,48.1,6.39,2437.0,7.05,34.47,1687.0,45.18,30867,7946,14331641.0,5261450.0,1504206.0,False,0.0,5.46,134.99,29.24,138.2,True,9,226435.0,1000.0,50205785.0,968703.0,18.81,82.99,1820448.0,8.42,0.68,20,91.36
V29387,Village_9387,District_24,Uttar Pradesh,21.23205,74.869786,24.88,5.19,2288.0,34.73,25.29,160.0,37.35,17675,3596,8318342.0,4509910.0,845153.0,False,0.0,8.91,140.59,8.12,129.88,False,10,219030.0,1000.0,62526494.0,1100230.0,23.8,91.01,2051617.0,6.75,0.36,24,77.27
V29388,Village_9388,District_22,Tamil Nadu,23.610454,72.441534,8.26,5.05,2309.0,29.6,29.65,1430.0,30.53,28799,5236,13214205.0,3686128.0,1332891.0,False,0.0,3.68,184.46,31.15,10.45,False,9,18164.0,1000.0,54783254.0,1129473.0,17.51,85.27,1376058.0,5.31,0.62,20,77.23
V29389,Village_9389,District_27,Andhra Pradesh,26.271092,90.27964,11.85,4.81,2960.0,25.89,28.54,1260.0,34.11,12975,3169,4961697.0,2220363.0,371217.0,True,96.99,14.88,32.08,12.6,128.3,False,3,206997.0,1000.0,50760816.0,1251779.0,19.74,85.5,1481567.0,7.05,0.53,23,47.89
V29390,Village_9390,District_15,Gujarat,14.719956,87.969505,40.29,4.63,2275.0,27.23,22.25,1560.0,30.51,17246,4652,11097257.0,2698337.0,742428.0,True,76.52,13.42,60.23,10.72,149.99,False,17,229823.0,1000.0,55266741.0,1946958.0,22.95,90.18,1748786.0,7.88,0.9,24,53.17
V29391,Village_9391,District_28,Tamil Nadu,13.741809,68.671348,26.02,4.69,3175.0,23.63,34.73,557.0,35.19,10310,2054,5687137.0,1827053.0,361613.0,True,70.28,17.64,21.2,6.27,66.43,False,17,85788.0,1000.0,53147062.0,1929157.0,18.85,76.99,1242171.0,6.83,0.35,24,53.28
V29392,Village_9392,District_23,Rajasthan,18.272502,72.77288,45.01,5.08,2432.0,29.6,24.14,1777.0,43.44,30455,6709,13788679.0,3986675.0,1316787.0,True,89.89,22.63,77.1,7.78,67.53,True,0,82089.0,1000.0,57940062.0,1480239.0,21.12,84.97,1663743.0,6.94,0.31,24,55.66
V29393,Village_9393,District_5,Andhra Pradesh,15.199265,94.6353,56.76,5.79,2755.0,9.68,25.63,1492.0,37.62,19865,5161,7157342.0,3494517.0,352358.0,True,98.84,14.93,69.89,0.92,90.85,False,1,158181.0,1000.0,65732674.0,2426197.0,21.73,87.61,2011661.0,8.94,0.39,25,59.2
V29394,Village_9394,District_24,Maharashtra,32.111742,81.404882,51.09,5.02,2906.0,32.0,21.44,188.0,15.06,36680,8434,22626727.0,5802324.0,2106098.0,True,86.61,12.96,39.71,1.92,69.33,False,0,121192.0,1000.0,68498739.0,969668.0,16.84,79.23,1222358.0,7.28,0.94,22,55.76
V29395,Village_9395,District_14,Gujarat,11.867275,69.655912,3.25,5.86,2534.0,13.86,30.45,539.0,49.28,17896,4994,6876417.0,1692814.0,594314.0,True,78.4,16.89,50.08,11.13,11.19,False,1,17743.0,1000.0,63212186.0,1864874.0,23.62,80.09,2023106.0,4.73,0.61,25,64.21
V29396,Village_9396,District_20,Tamil Nadu,15.367254,70.83332,40.04,5.72,3072.0,22.52,29.39,1645.0,31.98,17566,4505,10800973.0,2709776.0,881170.0,True,99.33,8.11,77.5,10.12,82.13,False,9,108798.0,1000.0,59548594.0,1959639.0,22.82,84.25,2006986.0,5.79,0.91,24,57.75
