village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years
V14444,Village_4444,District_17,Maharashtra,24.070636,72.652742,15.14,5.51,2315.0,26.85,27.94,278.0,16.67,7208,2011,3424122.0,539281.0,268631.0,True,97.34,22.68,43.95,6.19,141.37,False,7,239919.0,1000.0,58207535.0,704053.0,22.14,90.57,2016399.0,5.37,0.36,22
V14445,Village_4445,District_12,Rajasthan,10.028598,73.671484,48.16,5.08,3194.0,16.01,27.8,284.0,54.87,11081,2395,6827677.0,1287904.0,268797.0,True,76.77,9.65,35.15,4.24,103.38,True,14,175572.0,1000.0,72985302.0,2713421.0,23.29,78.41,1693041.0,5.57,0.52,24
V14446,Village_4446,District_11,Maharashtra,12.679451,90.091745,32.21,4.8,2992.0,30.87,30.73,664.0,11.89,35580,7605,18521301.0,5786388.0,940916.0,True,92.43,18.42,58.41,11.19,89.46,False,14,126592.0,1000.0,71728867.0,844647.0,23.32,75.87,1549897.0,8.32,0.8,20
V14447,Village_4447,District_17,Andhra Pradesh,20.467213,86.979908,36.23,6.29,2450.0,31.16,20.82,1355.0,14.24,2647,577,1054178.0,427103.0,94484.0,False,0.0,10.23,143.21,25.43,99.55,True,0,144784.0,649.33,40383073.0,1333638.0,20.04,79.37,1185586.0,5.67,0.55,21
V14448,Village_4448,District_24,Gujarat,24.340614,84.727808,57.45,4.34,3231.0,29.31,24.65,880.0,54.61,34638,6948,22322393.0,8946115.0,2625010.0,True,80.5,14.01,75.74,4.83,126.98,False,12,216452.0,1000.0,73845513.0,2224326.0,17.67,77.66,1086892.0,7.86,0.63,25
V14449,Village_4449,District_18,Rajasthan,17.699326,91.429319,33.49,5.28,3078.0,19.84,31.26,801.0,56.37,42207,9799,17541985.0,8769782.0,1088085.0,True,97.29,12.82,61.48,12.8,42.46,False,19,67622.0,1000.0,50156784.0,702567.0,22.66,78.46,1713188.0,4.64,0.66,23
V14450,Village_4450,District_18,Maharashtra,33.055943,85.783449,24.7,6.29,2680.0,5.95,21.2,1717.0,58.08,19702,4412,9810837.0,5174700.0,784360.0,True,65.22,18.04,67.75,4.46,102.82,True,3,145596.0,1000.0,61238233.0,2278933.0,16.46,86.04,1625713.0,5.92,0.86,24
V14451,Village_4451,District_7,Uttar Pradesh,29.010992,76.492888,16.66,6.36,3159.0,23.98,22.66,1605.0,39.9,44622,9720,15737092.0,6495244.0,1353127.0,True,95.32,8.46,79.22,0.31,127.73,False,3,161735.0,1000.0,62722446.0,1728021.0,17.46,87.06,1764342.0,7.3,0.58,23
V14452,Village_4452,District_21,Gujarat,13.008926,80.543937,53.2,4.76,2871.0,27.58,23.69,521.0,44.8,43638,9919,18499174.0,8636878.0,740440.0,True,65.86,23.65,74.4,14.37,82.78,True,8,134746.0,1000.0,60106180.0,1679586.0,17.22,75.52,1129705.0,6.13,0.37,20
V14453,Village_4453,District_26,Uttar Pradesh,25.41072,74.985865,20.57,4.96,2470.0,20.61,32.49,1246.0,15.45,38148,9005,21128703.0,10575790.0,676139.0,True,68.7,22.48,41.74,13.31,72.85,False,2,122994.0,1000.0,59322681.0,1383069.0,17.6,82.53,1314828.0,5.12,0.5,20
V14454,Village_4454,District_20,Andhra Pradesh,13.79728,68.517547,20.61,5.14,2356.0,11.3,32.53,840.0,52.71,35648,6723,19041974.0,10015237.0,2011629.0,False,0.0,5.25,73.11,2.77,147.9,False,10,249353.0,1000.0,62655793.0,2314850.0,20.77,80.9,1576199.0,8.4,0.78,20
V14455,Village_4455,District_16,Telangana,16.95477,86.35158,14.08,5.45,3034.0,23.16,23.91,1483.0,32.99,39813,8679,25837412.0,5156515.0,2042961.0,True,90.8,22.48,54.25,7.94,86.24,False,10,111457.0,1000.0,72923538.0,1748313.0,20.9,87.73,1823702.0,7.51,0.35,22
V14456,Village_4456,District_10,Maharashtra,12.476258,72.357215,59.16,5.56,3031.0,23.4,18.07,461.0,26.86,34081,6424,16163712.0,8527930.0,894530.0,True,94.09,20.76,8.08,14.79,13.23,True,9,16006.0,1000.0,69677914.0,1043093.0,16.67,79.33,1341871.0,6.56,0.55,24
V14457,Village_4457,District_23,Tamil Nadu,14.888155,73.934486,40.26,4.48,3089.0,20.51,34.2,1213.0,16.73,25232,5111,9624353.0,2204217.0,1131327.0,True,68.74,14.25,23.03,7.38,38.44,True,17,62067.0,1000.0,63537150.0,2431215.0,23.13,78.84,1490950.0,8.38,0.8,21
V14458,Village_4458,District_25,Karnataka,19.150482,75.788352,1.42,4.79,2339.0,7.66,19.74,416.0,42.86,16071,3558,6243504.0,1769764.0,339025.0,False,0.0,8.81,150.87,5.07,103.31,False,13,159925.0,1000.0,48806965.0,1816568.0,17.58,79.82,1226673.0,4.78,0.35,22
V14459,Village_4459,District_23,Rajasthan,25.675327,88.093181,13.72,5.36,2856.0,33.7,33.02,494.0,31.48,22565,5225,12394224.0,4425736.0,1096763.0,True,81.25,9.91,33.47,13.84,137.19,True,2,166860.0,1000.0,68229166.0,904933.0,22.88,80.56,1803031.0,6.02,0.6,23
V14460,Village_4460,District_22,Telangana,31.452088,86.882411,57.64,6.07,3047.0,33.88,33.24,759.0,20.97,41988,8928,27403069.0,10771189.0,2707240.0,True,78.79,17.32,27.05,0.75,57.41,True,19,101732.0,1000.0,62955710.0,1640557.0,17.13,75.57,1434030.0,6.45,0.82,25
V14461,Village_4461,District_20,Andhra Pradesh,12.432541,79.452395,53.16,4.77,2595.0,31.85,19.34,1518.0,58.47,6473,1824,3659287.0,1809051.0,384729.0,True,70.89,21.4,76.2,0.77,95.45,False,6,129894.0,1000.0,53110132.0,684567.0,22.01,75.55,1447557.0,6.41,0.62,24
V14462,Village_4462,District_6,Uttar Pradesh,23.060533,72.109468,10.82,5.06,3150.0,12.55,23.7,337.0,32.64,16294,3335,6122826.0,2420453.0,369000.0,True,75.8,11.55,17.31,2.43,50.06,False,6,81568.0,1000.0,60439454.0,769775.0,21.16,87.39,1707618.0,5.74,0.69,20
V14463,Village_4463,District_5,Uttar Pradesh,30.796748,81.815635,21.65,5.66,2514.0,28.37,23.77,655.0,26.91,26932,7276,11070125.0,4586334.0,409212.0,True,80.02,20.15,60.02,13.03,97.72,False,3,154851.0,1000.0,72627658.0,2664966.0,23.17,90.2,2158797.0,6.0,0.7,23
V14464,Village_4464,District_19,Rajasthan,31.33073,78.833489,7.36,6.38,2326.0,12.79,30.91,301.0,56.37,4194,1169,1445482.0,548020.0,136393.0,False,0.0,8.33,73.24,12.55,125.64,True,9,151790.0,1000.0,72270708.0,1616948.0,17.98,76.22,1595667.0,4.81,0.79,20
V14465,Village_4465,District_7,Karnataka,25.759044,84.531032,2.92,6.08,2454.0,15.99,27.63,752.0,14.21,512,134,313732.0,79662.0,21251.0,True,94.97,18.72,23.56,3.14,58.78,True,10,95022.0,205.17,14268064.0,423624.0,20.71,81.21,382886.0,4.96,0.64,21
V14466,Village_4466,District_22,Andhra Pradesh,32.665785,74.31813,22.51,5.67,2528.0,31.22,25.93,1189.0,49.05,19772,4353,8900497.0,1727217.0,319195.0,True,89.41,12.85,51.6,6.5,92.8,False,1,142903.0,1000.0,55560397.0,635335.0,18.58,90.61,1742079.0,7.67,0.97,21
V14467,Village_4467,District_2,Maharashtra,15.157694,80.536285,59.2,4.67,3068.0,17.3,34.96,1639.0,30.1,11034,2842,4268224.0,1415279.0,353927.0,True,85.22,14.09,25.84,14.92,60.76,True,1,90753.0,1000.0,51982261.0,1575045.0,19.79,87.7,1479194.0,6.99,0.61,21
V14468,Village_4468,District_9,Bihar,29.013168,76.115767,2.71,6.36,3099.0,34.7,18.57,1062.0,40.81,3126,750,1725732.0,912190.0,58254.0,True,73.27,20.77,21.82,9.74,4.41,False,16,6113.0,1000.0,68765178.0,1866810.0,17.32,77.59,1559817.0,6.87,0.75,20
V14469,Village_4469,District_10,Madhya Pradesh,19.357877,82.935506,59.81,4.8,2715.0,11.28,33.44,1578.0,38.59,35239,8903,15028552.0,2422346.0,1178987.0,True,80.88,22.63,42.27,11.14,14.11,True,0,23344.0,1000.0,63206562.0,1396259.0,22.23,88.47,1722819.0,5.2,0.34,21
V14470,Village_4470,District_3,Telangana,33.794596,94.208439,37.85,4.6,2845.0,16.46,20.63,1733.0,50.06,7074,1371,4427352.0,1931887.0,176380.0,True,78.29,19.13,2.21,13.0,86.82,False,14,121305.0,1000.0,60508858.0,1717053.0,23.1,87.95,1705566.0,7.08,0.63,24
V14471,Village_4471,District_2,Andhra Pradesh,19.322441,96.268336,1.6,6.22,2865.0,10.54,19.3,634.0,36.12,30643,5672,17137833.0,6973307.0,1685083.0,True,65.3,9.27,12.76,13.86,52.08,False,17,66645.0,1000.0,58334952.0,698803.0,19.93,76.67,1734547.0,4.98,0.51,25
V14472,Village_4472,District_1,Tamil Nadu,33.155492,96.0763,27.21,6.05,3081.0,7.5,30.17,532.0,43.35,43078,8834,18017018.0,6718574.0,1680514.0,True,93.34,16.23,21.49,3.99,91.74,True,3,110342.0,1000.0,51286864.0,1262044.0,21.03,91.98,2135752.0,8.57,0.82,20
V14473,Village_4473,District_15,Rajasthan,15.308514,81.722683,39.42,5.23,3095.0,16.11,21.41,1407.0,27.12,31277,6754,19764313.0,7780398.0,1018273.0,True,99.17,8.21,23.45,7.1,27.72,True,12,34436.0,1000.0,72992048.0,2327709.0,16.32,77.09,1200833.0,7.27,0.93,24
V14474,Village_4474,District_23,Telangana,28.898794,91.905095,38.87,4.35,2569.0,8.48,29.67,984.0,55.64,33077,8142,17749557.0,7589650.0,2068293.0,True,69.6,15.96,66.75,10.58,70.92,False,5,90575.0,1000.0,54704939.0,1278505.0,19.99,86.3,1369543.0,6.62,0.4,23
V14475,Village_4475,District_27,Madhya Pradesh,30.220488,94.375641,53.31,4.71,3105.0,19.79,30.26,371.0,49.79,41117,10544,23752136.0,6709167.0,2329031.0,True,73.33,12.27,39.1,4.05,41.67,True,5,51105.0,1000.0,45401296.0,1523246.0,18.22,77.08,1207185.0,4.83,0.48,21
V14476,Village_4476,District_25,Tamil Nadu,28.727492,96.014147,32.9,5.06,2404.0,11.88,18.05,579.0,11.53,41552,8118,21864418.0,5446983.0,1467043.0,False,0.0,3.63,209.4,24.14,59.59,False,10,75787.0,1000.0,67376529.0,796825.0,17.17,84.59,1341228.0,6.06,0.55,24
V14477,Village_4477,District_14,Telangana,28.397783,81.461247,6.74,5.57,2318.0,32.64,20.92,408.0,41.83,42409,8600,20995310.0,8287603.0,1006992.0,True,71.46,15.73,60.32,6.66,26.97,False,11,36328.0,1000.0,48439293.0,1527551.0,22.04,89.41,2003161.0,7.53,0.43,22
V14478,Village_4478,District_22,Telangana,11.929391,90.508774,44.06,5.68,2209.0,29.02,32.93,574.0,33.76,17153,3120,8414630.0,2891226.0,578266.0,True,85.7,8.65,4.53,12.87,106.48,False,11,174168.0,1000.0,69955916.0,1608075.0,19.33,79.89,1600794.0,6.07,0.71,21
V14479,Village_4479,District_24,Madhya Pradesh,29.507795,92.008285,17.25,5.85,2648.0,25.11,28.11,1563.0,41.24,12183,3372,4985176.0,1571829.0,392301.0,True,91.38,22.87,28.49,9.23,113.8,False,5,159722.0,1000.0,65008203.0,1794650.0,16.16,86.56,1493404.0,8.25,0.77,21
V14480,Village_4480,District_4,Tamil Nadu,10.258234,69.959246,21.62,4.84,3119.0,34.54,25.1,1155.0,32.84,17024,3298,7481341.0,3433187.0,818038.0,True,98.07,19.98,46.57,3.37,13.88,True,15,17002.0,1000.0,69148884.0,2360180.0,20.4,91.54,1649489.0,7.63,0.61,23
V14481,Village_4481,District_5,Telangana,17.00066,88.998548,23.65,6.25,2823.0,19.3,25.3,1747.0,39.55,39831,8353,16021886.0,6159897.0,1392752.0,True,80.82,11.29,63.15,2.26,59.5,True,14,93127.0,1000.0,63837247.0,2023188.0,22.79,76.64,1992245.0,4.73,0.63,23
V14482,Village_4482,District_20,Madhya Pradesh,13.709446,68.179615,42.0,4.36,2762.0,27.53,22.75,1295.0,26.45,34670,6624,14710445.0,6707064.0,1733579.0,True,96.34,23.38,74.1,2.45,4.1,False,19,6311.0,1000.0,58328476.0,1221083.0,21.47,79.77,1362765.0,6.67,0.68,24
V14483,Village_4483,District_5,Rajasthan,25.455116,95.653634,52.66,5.36,3292.0,11.01,25.37,1547.0,35.43,17511,4391,11315794.0,3844920.0,670545.0,True,82.71,17.03,27.37,7.38,132.23,False,4,197013.0,1000.0,74904826.0,2665982.0,18.3,77.31,1383931.0,4.54,0.42,25
V14484,Village_4484,District_17,Karnataka,25.819949,95.250744,30.77,5.21,2251.0,21.76,22.39,166.0,19.72,9947,2167,5865547.0,2604488.0,387922.0,True,83.98,16.7,24.99,1.14,41.83,True,6,53534.0,1000.0,58851104.0,1099014.0,16.1,91.27,1397187.0,5.05,0.67,24
V14485,Village_4485,District_4,Tamil Nadu,34.505365,71.921175,21.45,6.4,3018.0,21.69,27.36,1551.0,45.89,34321,7337,19657159.0,3718582.0,1780037.0,True,69.65,17.2,53.68,2.74,18.2,False,17,31458.0,1000.0,63608817.0,1565758.0,22.01,76.02,1954298.0,7.41,0.47,22
V14486,Village_4486,District_26,Maharashtra,23.257816,72.33572,24.65,5.59,2834.0,26.62,22.94,998.0,59.43,42050,8317,25705997.0,13142529.0,2620992.0,False,0.0,7.96,225.98,3.7,89.5,False,10,132624.0,1000.0,61523309.0,1885317.0,19.08,87.46,1702404.0,6.4,0.78,21
V14487,Village_4487,District_26,Karnataka,17.775549,83.470947,21.08,5.75,2294.0,20.2,33.3,1091.0,39.97,15554,3929,7019221.0,2823203.0,724121.0,True,66.18,10.36,4.29,0.61,33.23,False,3,54626.0,1000.0,67394824.0,2578821.0,20.34,84.83,1810636.0,5.0,0.84,23
V14488,Village_4488,District_11,Uttar Pradesh,15.123316,91.84207,35.61,5.82,2680.0,21.28,22.55,938.0,55.13,43727,12313,15296829.0,4714495.0,1351985.0,True,80.61,18.11,18.33,11.95,2.36,False,13,3505.0,1000.0,67356809.0,1476967.0,21.75,86.78,2004771.0,7.95,0.76,21
V14489,Village_4489,District_10,Rajasthan,26.811024,74.295482,19.46,5.14,2407.0,13.81,22.86,1208.0,18.98,34918,8374,11635029.0,2956947.0,840396.0,True,89.97,20.34,42.02,11.98,67.85,False,9,115762.0,1000.0,73832314.0,2632766.0,22.39,87.58,1839437.0,4.71,0.94,21
V14490,Village_4490,District_1,Madhya Pradesh,23.980836,87.343864,24.14,5.69,2728.0,12.39,20.06,1089.0,51.33,21581,4077,9321652.0,4489223.0,731355.0,True,96.32,10.31,51.92,10.38,137.32,False,12,241861.0,1000.0,49534750.0,840477.0,17.25,83.77,1500558.0,7.06,0.83,21
V14491,Village_4491,District_6,Madhya Pradesh,23.727994,86.449586,39.02,6.11,2288.0,18.47,21.88,1307.0,12.42,6098,1657,3401750.0,1709978.0,305679.0,True,66.53,18.74,76.1,1.16,119.88,False,15,150255.0,1000.0,49075383.0,792993.0,20.19,76.39,1719796.0,8.35,0.97,23
V14492,Village_4492,District_9,Telangana,9.946355,96.789829,56.65,4.31,2536.0,32.01,21.1,948.0,19.11,40015,9623,18132843.0,7452231.0,1499641.0,True,94.93,21.62,75.84,9.54,19.44,True,7,28182.0,1000.0,63347323.0,1694529.0,22.83,76.81,1379316.0,6.36,0.94,21
V14493,Village_4493,District_3,Madhya Pradesh,32.373487,88.951244,11.8,5.09,3171.0,16.63,27.07,289.0,54.76,11497,2843,7229583.0,1228914.0,670123.0,True,67.17,21.05,44.7,0.43,102.83,True,8,173799.0,1000.0,68462299.0,1204265.0,23.64,89.93,1974844.0,8.37,0.83,20
V14494,Village_4494,District_26,Tamil Nadu,9.041307,84.435054,12.13,5.09,3288.0,26.55,18.67,1169.0,53.37,8909,2351,3877143.0,1369416.0,318218.0,True,72.75,19.37,17.49,14.73,35.27,False,16,44328.0,1000.0,68463026.0,1117954.0,21.41,82.07,1632231.0,6.86,0.57,22
V14495,Village_4495,District_26,Gujarat,16.994406,79.286591,40.26,5.18,2569.0,9.1,26.28,1025.0,20.66,23029,5739,7837489.0,2628971.0,821620.0,True,85.45,10.14,40.96,5.41,63.15,False,7,85811.0,1000.0,45213798.0,1078623.0,21.94,76.07,1577766.0,8.45,0.49,22
V14496,Village_4496,District_23,Telangana,23.545458,96.279963,20.41,5.98,2758.0,25.84,30.42,1434.0,19.92,35864,8804,18479549.0,9204187.0,1211442.0,True,72.56,21.98,69.74,1.9,56.99,False,13,76801.0,1000.0,45881477.0,557768.0,21.57,89.7,2111576.0,4.57,0.62,21
V14497,Village_4497,District_22,Andhra Pradesh,24.29864,89.08551,57.89,5.86,2584.0,16.79,29.09,1783.0,34.54,29760,5917,18882252.0,10361466.0,1418983.0,False,0.0,6.66,161.2,12.83,127.47,False,18,210021.0,1000.0,58623775.0,2048695.0,21.93,85.54,2006173.0,8.52,0.86,20
V14498,Village_4498,District_16,Andhra Pradesh,25.340059,71.691014,32.39,5.55,2298.0,19.67,24.93,1342.0,44.92,39651,7583,20033899.0,5555934.0,2074552.0,False,0.0,6.9,174.3,19.3,33.41,False,0,48911.0,1000.0,69210297.0,1763027.0,20.0,82.79,1677118.0,8.32,0.79,25
V14499,Village_4499,District_22,Karnataka,8.597354,95.696128,8.83,6.24,2301.0,19.8,25.96,363.0,19.99,32996,7049,21211719.0,7558958.0,1463403.0,True,70.16,10.27,19.97,9.38,23.88,False,0,35843.0,1000.0,65100298.0,2122111.0,18.4,78.68,1648654.0,6.53,0.39,20
V14500,Village_4500,District_26,Rajasthan,10.215478,93.934785,31.43,6.24,2880.0,24.52,22.21,919.0,17.17,36824,7388,18563321.0,9761848.0,710642.0,True,95.75,23.03,30.56,2.33,4.15,False,15,6593.0,1000.0,63506509.0,1558338.0,23.55,90.88,2437287.0,5.94,0.51,25
V14501,Village_4501,District_28,Tamil Nadu,12.661532,84.926754,5.39,5.27,2639.0,15.96,27.92,844.0,44.21,5787,1293,3562663.0,548734.0,416586.0,True,89.83,10.27,32.2,13.82,110.21,True,15,193777.0,1000.0,47638306.0,691878.0,20.03,78.57,1513600.0,7.56,0.67,23
V14502,Village_4502,District_6,Uttar Pradesh,26.434249,92.742448,5.66,6.34,3272.0,12.58,23.37,785.0,35.24,40705,9534,21206838.0,6969102.0,1365726.0,True,85.49,18.21,60.11,4.94,114.09,True,7,183100.0,1000.0,59204434.0,1617226.0,21.31,89.39,2204066.0,4.91,0.98,24
V14503,Village_4503,District_24,Bihar,17.03932,78.600569,26.39,6.13,2690.0,12.77,24.56,1549.0,13.89,21766,5450,8191376.0,1596034.0,749246.0,True,88.02,17.14,5.17,12.01,43.88,False,0,67342.0,1000.0,52008582.0,1466705.0,21.65,90.27,2186375.0,6.05,0.6,25
V14504,Village_4504,District_15,Tamil Nadu,26.939417,77.820186,25.06,4.33,2419.0,14.58,34.74,1114.0,21.51,5566,1143,2273979.0,615122.0,197317.0,True,80.53,13.0,33.63,7.85,16.35,False,14,25222.0,1000.0,61667542.0,1065839.0,20.95,80.58,1334019.0,8.23,0.43,25
V14505,Village_4505,District_15,Rajasthan,30.64336,88.896143,28.93,5.96,2601.0,30.23,30.92,1240.0,17.38,39276,7380,20968478.0,3802326.0,1280876.0,True,85.87,8.6,24.1,14.82,72.12,True,11,91874.0,1000.0,63117309.0,1820647.0,17.63,91.27,1750207.0,6.4,0.39,23
V14506,Village_4506,District_2,Gujarat,31.32773,74.396388,59.42,4.61,2266.0,16.58,29.02,1019.0,45.67,41830,9417,23953326.0,12885443.0,2707402.0,True,89.63,11.34,36.1,14.78,114.85,False,16,201461.0,1000.0,53956266.0,880786.0,16.32,88.21,1211161.0,5.88,0.6,23
V14507,Village_4507,District_26,Madhya Pradesh,22.188586,68.976557,4.9,4.35,2408.0,5.5,21.99,1332.0,20.71,6286,1638,4079118.0,641038.0,196499.0,True,66.45,11.0,26.29,3.0,93.61,False,16,154213.0,1000.0,63735374.0,969054.0,19.97,82.11,1301746.0,6.56,0.62,23
V14508,Village_4508,District_17,Andhra Pradesh,9.092847,85.362367,59.41,4.56,2656.0,5.94,23.19,348.0,49.17,25927,6851,13945032.0,3959270.0,822959.0,True,94.78,10.44,63.5,4.42,65.44,False,17,112389.0,1000.0,47292373.0,1064655.0,16.45,89.76,1228787.0,5.14,0.71,25
V14509,Village_4509,District_16,Madhya Pradesh,34.214037,89.91834,27.6,5.39,2493.0,32.58,30.86,1443.0,15.89,18789,4351,7561068.0,2084089.0,269645.0,True,81.98,22.28,49.28,8.54,122.06,False,7,184900.0,1000.0,54461091.0,1323507.0,19.71,85.71,1661766.0,5.72,0.82,23
V14510,Village_4510,District_28,Andhra Pradesh,17.074792,72.628897,4.14,6.32,2219.0,25.4,30.51,1478.0,44.02,6759,1326,4020428.0,1359314.0,155458.0,True,78.18,22.63,9.4,9.4,17.26,True,14,23532.0,1000.0,73467236.0,2095658.0,22.11,88.42,2254858.0,5.19,0.34,25
V14511,Village_4511,District_19,Maharashtra,17.610179,86.837339,27.86,4.71,2403.0,19.13,18.28,398.0,45.91,31442,6938,15498578.0,3965176.0,1069016.0,False,0.0,8.61,104.46,15.97,0.24,False,7,330.0,1000.0,53727297.0,981531.0,17.6,83.71,1266408.0,7.5,0.92,22
V14512,Village_4512,District_7,Bihar,32.1645,84.595742,33.61,5.02,2386.0,17.06,33.67,1061.0,36.89,42711,11407,26227309.0,8795159.0,1495102.0,True,95.89,23.29,68.84,4.27,122.6,False,3,153263.0,1000.0,50964798.0,827406.0,21.64,82.32,1632034.0,8.32,0.6,22
V14513,Village_4513,District_27,Karnataka,9.216632,74.047831,13.73,6.37,2997.0,33.78,31.6,1067.0,45.58,6622,1247,4255298.0,1244818.0,379533.0,True,66.78,23.02,6.9,11.09,137.05,False,1,232538.0,1000.0,63835918.0,1752370.0,19.45,76.91,1739021.0,4.51,0.79,20
V14514,Village_4514,District_14,Andhra Pradesh,20.134294,83.638561,34.5,5.93,2908.0,31.15,22.91,1690.0,29.62,20673,5036,7671628.0,1287880.0,770267.0,True,97.97,14.83,23.15,7.01,95.84,True,14,131088.0,1000.0,57741107.0,2182470.0,21.1,90.84,2074327.0,5.91,0.84,23
V14515,Village_4515,District_11,Tamil Nadu,9.348726,75.580988,13.36,5.37,3153.0,9.76,33.57,523.0,38.13,19543,3665,9394500.0,3454251.0,971291.0,True,80.9,22.32,67.31,11.16,113.5,False,19,152577.0,1000.0,69421985.0,2445241.0,23.74,87.66,2039479.0,6.77,0.89,23
V14516,Village_4516,District_10,Karnataka,9.436332,81.907764,34.89,5.96,2670.0,33.47,24.1,1537.0,29.07,16213,3293,9827415.0,4241616.0,650934.0,True,65.27,16.79,32.43,11.29,15.42,False,18,18599.0,1000.0,58115916.0,1528316.0,17.9,87.76,1708672.0,7.61,0.95,23
V14517,Village_4517,District_29,Madhya Pradesh,21.460416,81.64679,40.78,6.4,2315.0,5.92,26.74,1045.0,59.44,39568,10697,14199323.0,7177181.0,938084.0,True,91.59,13.13,11.97,7.3,100.44,True,17,122427.0,1000.0,72526032.0,911939.0,21.76,78.81,2003010.0,8.56,0.67,23
V14518,Village_4518,District_26,Maharashtra,18.894355,92.986692,38.16,6.4,3183.0,11.46,18.03,441.0,41.45,29994,5946,17684019.0,4613250.0,652160.0,True,76.57,14.8,72.12,4.01,135.36,False,12,231880.0,1000.0,72618141.0,759865.0,19.18,81.44,1824438.0,7.25,0.54,25
V14519,Village_4519,District_30,Maharashtra,15.469477,74.68106,18.74,4.47,2603.0,17.49,19.74,1247.0,25.58,18047,3364,7488116.0,1821678.0,422495.0,False,0.0,8.81,65.99,28.55,140.04,True,12,224985.0,1000.0,63829083.0,1382774.0,19.97,78.37,1276728.0,6.68,0.56,25
V14520,Village_4520,District_21,Gujarat,23.476106,69.994744,52.99,4.73,2504.0,30.99,33.0,799.0,28.56,34278,7543,15190627.0,5128857.0,523558.0,True,84.75,11.11,75.36,13.38,122.89,False,8,193058.0,1000.0,51558456.0,1524064.0,20.12,76.7,1332132.0,5.54,0.81,22
V14521,Village_4521,District_9,Telangana,28.288469,71.424769,11.52,6.23,2974.0,30.11,32.86,846.0,28.92,12960,3128,6549469.0,2445604.0,620023.0,True,82.98,23.7,59.64,2.44,29.25,False,18,39112.0,1000.0,49476628.0,1182420.0,16.18,91.66,1686201.0,7.59,0.87,24
V14522,Village_4522,District_15,Maharashtra,13.015936,85.261714,13.26,6.12,3149.0,18.31,32.43,1198.0,25.18,6175,1259,3815323.0,1919133.0,355690.0,True,75.94,19.82,41.75,7.13,71.87,False,10,86729.0,1000.0,69614220.0,1790539.0,23.43,90.7,2373525.0,6.84,0.62,20
V14523,Village_4523,District_6,Maharashtra,32.383446,81.289336,6.31,5.19,2589.0,9.09,25.19,1507.0,13.56,7703,1764,4528863.0,2214023.0,344973.0,True,98.26,13.34,58.89,5.69,33.18,False,19,43168.0,1000.0,66351795.0,2116237.0,23.38,87.77,1943662.0,6.74,0.49,23
V14524,Village_4524,District_5,Bihar,31.92191,77.73274,20.42,5.17,2453.0,10.29,31.63,1399.0,40.15,28414,5865,13388690.0,2690111.0,1016944.0,False,0.0,3.57,78.88,12.98,128.63,True,5,226448.0,1000.0,56966937.0,1635396.0,16.57,75.76,1184448.0,5.65,0.33,21
V14525,Village_4525,District_9,Telangana,31.219522,71.752278,41.49,5.41,2427.0,32.3,25.66,1385.0,30.92,15978,3836,8733364.0,2744403.0,714728.0,True,65.36,21.81,29.3,6.12,115.22,False,18,190331.0,1000.0,69703349.0,1784177.0,21.79,81.5,1753376.0,7.35,0.71,23
V14526,Village_4526,District_17,Gujarat,21.867801,76.062403,39.11,5.12,3139.0,8.02,30.93,462.0,19.58,13225,3130,5651731.0,2915516.0,216295.0,True,83.74,14.04,37.08,3.38,87.47,False,13,154701.0,1000.0,73487541.0,1898286.0,17.39,75.36,1224541.0,6.5,0.63,22
V14527,Village_4527,District_8,Andhra Pradesh,27.260539,72.895977,51.27,5.21,3154.0,23.0,26.3,224.0,59.25,40353,7667,19163027.0,5103857.0,850404.0,True,96.35,16.0,77.5,0.85,51.54,False,2,76914.0,1000.0,69544581.0,1914093.0,18.05,90.31,1549936.0,4.91,0.97,23
V14528,Village_4528,District_12,Maharashtra,23.926734,70.806084,8.75,5.4,3208.0,14.52,24.25,710.0,58.51,34101,6677,21738166.0,10263003.0,2274479.0,True,67.85,8.49,62.16,7.12,68.4,True,16,100818.0,1000.0,51257303.0,804745.0,22.58,81.99,1824490.0,6.97,0.57,25
V14529,Village_4529,District_13,Bihar,25.848683,85.552799,9.52,6.28,2408.0,20.47,22.99,305.0,39.72,3142,737,1929075.0,540793.0,154567.0,True,90.28,15.55,24.85,4.55,69.92,False,2,113365.0,1000.0,55534653.0,1808405.0,21.27,75.98,1852206.0,5.43,0.83,23
V14530,Village_4530,District_10,Rajasthan,19.693204,84.119268,21.95,4.51,2483.0,24.43,19.47,123.0,23.72,6523,1306,3911017.0,1504637.0,390334.0,True,92.0,14.45,45.38,8.66,5.9,True,15,7995.0,1000.0,74151361.0,2303637.0,21.62,84.61,1505625.0,8.08,0.85,23
